"id_loan","CurrentBalance","loan_age","delq_sts","Margin","countLatePayment","RefinanceRateRelativity","RealGDP","ChangeUnemploymentRate","CurrentLCV","fico","flag_fthb","cd_msa","mi_pct","cnt_units","occpy_sts","cltv","dti","orig_upb","ltv","int_rt","channel","ppmt_pnlty","prod_type","st","prop_type","loan_purpose","orig_loan_term","cnt_borr","flag_sc","customerFeedback","Churn","ZIP","Latitude","Longitude"
"F101Q4098115","40521.36","73","0","0.47499999999999964","0","-0.23777486764465827","-2.7","0.20000000000000018","-526.9745525000003","809","N","33340","0","1","P","31","15","44000","31","6.625","R","N","FRM","WI","SF","N","360","2","NA","","No","53001","43.607877","-88.055245"
"F102Q3257498","48558.45","45","0","-0.625","0","-0.10513018680773722","0.4","0","-66.60914145833344","766","N","NA","40","1","P","100","30","51000","100","6.625","R","N","FRM","IL","SF","P","360","1","NA","","No","62901","37.739004","-89.209109"
"F104Q4191334","109000","5","0","-0.5750000000000002","0","0.003468628064340784","2.1","-0.20000000000000018","-397.3333333333335","779","N","34820","0","1","S","56","61","120000","56","5.875","T","N","FRM","SC","SF","P","360","2","NA","","Yes","29501","34.205933","-79.82626"
"F109Q1235409","108125.2","42","0","0.6499999999999999","0","-0.8984053536051602","0.5","-0.1999999999999993","-2929.9820479166665","775","N","45820","0","1","P","54","26","115000","54","4.5","R","N","FRM","KS","SF","N","360","2","NA","","No","66501","39.05381","-96.237446"
"F102Q1167398","107000","2","0","-0.6500000000000004","0","-0.0688354761811718","2.2","0.09999999999999964","-173.8750000000001","759","N","49180","30","1","P","95","39","107000","95","7","R","N","FRM","NC","SF","P","360","1","NA","","No","27201","36.034172","-79.484829"
"F109Q3107549","173299.2","54","0","0.3250000000000002","0","-1.0556984206042337","-1.2","-0.20000000000000018","3417.2683308333335","818","N","48864","0","1","P","48","34","186000","48","5.375","C","N","FRM","DE","PU","P","360","1","NA","","No","19701","39.583171","-75.700899"
"F109Q2062160","179793.9","16","0","-0.27500000000000036","0","-0.1972545752726358","2.7","-0.09999999999999964","-2504.3111220833334","758","N","37964","0","1","P","52","25","186000","52","4.875","C","N","FRM","PA","SF","N","360","1","NA","i ve made at least  transaction each month since opening. if i am paying the monthly fee to use the account how can they collect that fee and then close my account immediately? why would they do it days before they were required to pay out the   points per the agreement when i opened the account? i have attached what is still available to me on s website but i do nt have access to recent history nor old customer service messages since they closed my account. please assist me","No","19001","40.125912","-75.125442"
"F101Q4474103","284000","2","0","-1.1500000000000004","0","0.44767506320176764","3.7","0.20000000000000018","-818.416666666667","698","9","36084","0","1","P","71","25","285000","71","6.5","T","N","FRM","CA","PU","N","360","2","NA","this is having a negative effect on my credit every month despite the fact that i make my monthly payments on-time. in addition i have copies of my credit reports that show the errors. i hope that you may be able to helpful me get resolution for this incredibly vexing problem.","No","94501","37.773793","-122.278115"
"F106Q4218403","202895.33","13","0","0.09999999999999964","0","-0.03183242723438262","-2.7","0.20000000000000018","-1448.9680175000003","753","N","NA","0","1","P","91","42","206000","76","6.25","T","N","FRM","NC","PU","N","360","1","NA","","Yes","28601","35.772393","-81.326659"
"F110Q4324905","304904.83","18","0","0.02499999999999991","0","-0.054582725412689825","0.5","-0.1999999999999993","-4475.559587291666","812","N","41100","0","1","P","80","40","330000","80","3.875","C","N","FRM","UT","PU","P","180","2","NA","that was the first time we heard about an apostille.  has   checking accounts opened years ago in . in    s illinois legal department refused the poa/ submitted to the branch office","Yes","84701","38.601244","-111.698403"
"F102Q3340114","150765.27","14","0","-0.27500000000000036","1","-0.37349630076498297","4.8","-0.2999999999999998","-180.01724604166688","665","N","17140","0","1","P","77","31","153000","77","6.375","T","N","FRM","KY","SF","C","360","2","NA","","Yes","41001","38.917606","-84.40337"
"F111Q4170657","46936.47","32","0","-0.875","0","0.5110215022574218","5","-0.10000000000000053","-799.5188304166667","807","9","38060","0","1","S","75","41","55000","75","3.875","C","N","FRM","AZ","SF","C","180","2","NA","","Yes","85301","33.535011","-112.181933"
"F101Q4224216","244270.32","10","0","0.07500000000000018","0","-0.13366324411176844","0.3","0.20000000000000018","-1469.4807237500004","753","N","38060","25","1","P","87","24","247000","87","6.625","T","N","FRM","AZ","SF","N","360","2","NA","","Yes","85201","33.433545","-111.8504"
"F112Q3167583","355727.4","37","0","-0.4500000000000002","0","0.0584303703421476","0.9","-0.20000000000000018","-6610.137539166667","806","9","31084","0","1","P","52","36","383000","52","4","R","N","FRM","CA","CO","N","360","1","NA","","No","90201","33.970343","-118.171368"
"F102Q1266087","118752.5","60","0","-0.40000000000000036","0","-0.4951375049521909","3.1","0","-148.85004000000043","751","N","29820","12","1","P","84","23","127000","84","6.75","T","N","FRM","NV","PU","N","360","2","NA","","No","89101","36.172547","-115.122234"
"F100Q3095031","119274.06","9","0","0.5750000000000002","0","-0.9644836733367983","-1.3","0.39999999999999947","364.27594124999985","796","9","19380","0","1","P","47","58","120000","47","8.125","R","N","FRM","OH","SF","N","360","2","NA","","Yes","45301","39.711329","-84.02221"
"F107Q3186683","185823.32","13","0","0.7999999999999998","0","-0.43485400379676786","-8.2","0.9000000000000004","949.0616766666666","616","N","NA","0","1","P","90","20","188000","80","6.75","T","N","FRM","NE","SF","C","360","2","NA","","Yes","69101","41.141895","-100.800597"
"F109Q3072643","199667.82","28","0","0.27500000000000036","0","-0.7969885255026807","4.6","-0.40000000000000036","-4151.136626666666","765","9","48620","0","1","P","72","51","208000","72","4.625","R","N","FRM","KS","SF","N","360","1","NA","i have been applying to  bank for resolved modification assistance since //. on multiple occasions in // // // and //  bank has refused to evaluate my resolved application in violation of respa laws.  violations of respa consumer laws has continue to harm me and my family even after i made all the payments under the modification agreement","No","67101","37.785277","-97.464182"
"F115Q2252146","207000","2","0","-0.5499999999999998","0","-0.06398649654798971","2","-0.20000000000000018","-267.37499999999994","797","9","16974","0","1","I","75","36","208000","75","4","R","N","FRM","IL","CO","P","360","2","NA","","No","60601","41.88531","-87.622116"
"F110Q4109957","673050.64","27","0","0.34999999999999964","0","-1.1585111689287428","2.8","-0.09999999999999964","-964.2179537499992","794","Y","35644","0","1","P","80","48","700000","80","4.5","R","N","FRM","NY","CO","P","360","1","Y","it was due within two days so i called the number for payments and made a payment in full for  for my  purchase. she says they have been mailing notification but i have not received anything. they are using an address in sc","Yes","10001","40.750633","-73.997177"
"F111Q2050650","276498.14","9","0","0.5250000000000004","0","-1.0467566771498311","2.7","-0.29999999999999893","658.1863577083338","774","Y","10740","25","1","P","90","33","281000","90","4.875","B","N","FRM","NM","PU","P","360","1","NA","we have had an eon mobil credit card for several years. inasmuch as we spend winters in arizona and our mail has to be forwarded to us we decided to reduce the number of credit cards that we use due to some issues with mail not being forwarded. certified letters with the same documents were returned twice even though they were sent to the address they provided","Yes","87001","35.376617","-106.337081"
"F105Q4126429","106698.53","42","0","0.04999999999999982","0","-1.0613792163784597","-0.5","1","-2564.914275416667","786","9","NA","0","1","S","63","6","112000","63","6","R","N","FRM","MI","CO","N","360","2","NA","","No","48701","43.586877","-83.557827"
"F106Q2159674","132000","6","0","-0.07500000000000018","0","-0.5184163894604223","3.2","-0.1999999999999993","-211.75000000000009","680","N","41700","0","1","P","95","43","132000","80","6.875","T","N","FRM","TX","PU","P","360","2","NA","i made a large deposit on // at   eastern time to my savings account #  at       ga . today // i was told the funds would not be available till //. please tell me what type of legal action can be taken?       ga","No","78101","29.353553","-98.238308"
"F107Q1147511","220904.44","94","1","1.75","6","-1.8996845092222365","2","-0.10000000000000053","11590.419260833332","596","Y","19780","30","1","P","95","33","250000","95","6","R","N","FRM","IA","CO","P","360","1","NA","","No","50201","42.041723","-93.434905"
"F107Q2105926","112000","2","0","-0.9249999999999998","0","0.13605091888493348","2.7","0.20000000000000018","-277.66666666666674","700","N","26620","0","1","P","100","49","113000","75","6.125","T","N","FRM","AL","SF","P","360","2","NA","today // i received a letter in the mail from them date    that they were decreasing my credit limit from $6.} to $5.} because they ran my credit and seen that my credit score had dropped i never authroized them to check my credit and before assuming my credit score dropped because of myself they should have verfiied with me to see if i had some id theft resulting in fraudulent accounts being open in my name. so now i feel like they are profiling me and assuming i m not going to pay my bills.","No","35801","34.725269","-86.560866"
"F103Q4267452","222024.34","20","0","-0.6749999999999998","0","-0.26020798613650786","3.4","-0.09999999999999964","-2820.741014166667","752","N","25180","25","1","P","90","41","227000","90","5.875","R","N","FRM","WV","PU","P","360","1","NA","","No","25401","39.457153","-77.972619"
"F107Q3066080","227655.3","42","0","0.5","0","-2.0067299323503622","-1.5","-0.5","2174.845555833333","737","Y","12580","0","1","P","100","999","238000","80","6.25","R","N","FRM","MD","SF","P","360","1","NA","","Yes","21201","39.294832","-76.622229"
"F104Q2117211","150196.59","137","0","0.6749999999999998","0","-1.0016668268370124","0.9","-0.20000000000000018","-12128.461363541668","708","N","38900","0","1","P","80","35","194000","80","5.125","T","N","FRM","OR","SF","P","360","2","NA","","No","97001","44.990287","-120.604029"
"F102Q4308145","292000","0","0","-0.4500000000000002","0","0.14188832297756448","2.1","0","-109.50000000000006","789","N","36084","0","1","P","80","31","292000","80","6","R","N","FRM","CA","SF","C","360","2","NA","i notified  through certified mail of the scam but did not get a reply. i was made to understood that the person that called me was a former  employee.  put my house for sale on // at the   courthose on    ny.","No","94801","37.952844","-122.381974"
"F111Q4254062","209000","3","0","-0.04999999999999982","0","-0.2644496376936023","1.9","-0.10000000000000142","-193.04166666666646","794","9","45220","12","1","P","88","23","211000","88","4","R","N","FRM","FL","PU","N","240","2","NA","i opened a  account to take advantage of a  aadvantage  promotion that was offered for having a aadvantage card. the csr agreed that again that i was eligible and that they d file a note for their supervisor to check on it. i received the note and was promptly told that would not be honoring the promotion as  there was not an aadvantage miles promotion offered in conjunction with the opening of your account","No","32301","30.427753","-84.258472"
"F108Q2213749","107577.25","11","0","0.5499999999999998","0","-1.5613792163784597","-0.5","1","584.5555329166666","607","9","NA","0","1","P","47","42","109000","47","6.5","T","N","FRM","NY","SF","C","360","1","NA","","Yes","12401","41.987541","-74.010273"
"F106Q1153256","187000","5","0","-1","1","0.4700151424273118","0.4","0","-1029.5","631","N","35004","0","1","P","55","48","188000","55","6.25","T","N","FRM","NY","SF","C","360","2","NA","when checking the alternatives for refinancing my home loan with  i discussed various loan options and was offered a  at 2.875 % and a  interest only loan option at 3.50 %. had i realized this fact i would have chosen the  loan with lower payments after 5 years so i could afford to live in the home. i have asked  to consider the facts and provide an alternative but they have refused to helpful","No","11701","40.682453","-73.414381"
"F101Q4262366","63408.68","94","0","0.5499999999999998","1","-1.3259899698920172","3.9","0.3000000000000007","-900.0861350000004","777","N","46060","0","1","P","80","19","75000","80","6.5","T","N","FRM","AZ","SF","N","360","1","NA","","No","85701","32.216958","-110.970999"
"F102Q1254343","136000","5","0","-0.125","0","0.06751825693904934","2","-0.09999999999999964","-393.6666666666668","787","N","40900","0","1","P","30","23","137000","30","6.625","T","N","FRM","CA","SF","C","360","2","NA","","No","95601","38.426699","-120.825717"
"F100Q2143250","43958.34","18","0","0.9000000000000004","0","-1.2579094477151669","1.1","0.7000000000000002","257.0358966666667","745","N","35380","0","1","P","56","39","45000","56","8.25","T","N","FRM","LA","CO","P","360","1","NA","","No","70401","30.533553","-90.455443"
"F110Q4084938","99567.62","33","0","-0.4500000000000002","0","-0.5888282086485392","3.1","-0.20000000000000018","-213.07128916666665","801","N","26900","0","1","P","69","10","109000","69","4.5","R","N","FRM","IN","SF","N","360","2","NA","","No","46001","40.251414","-85.658072"
"F114Q4040999","51985.49","19","0","0.5750000000000002","0","-0.7803387970060718","1.4","0","238.62832895833336","783","Y","30620","25","1","P","90","23","55000","90","4.625","C","N","FRM","OH","SF","P","360","1","NA","i received a debit card from  that i did not request. they told me it was probably a mistake and to cut the card. i still have the card","No","45801","40.772863","-84.034098"
"F114Q4148221","133177.97","18","0","-0.04999999999999982","0","-0.15533879700607178","1.4","0","-739.1891325","802","9","NA","0","1","P","76","32","137000","76","4","C","N","FRM","TX","SF","C","360","2","NA","","No","77301","30.307375","-95.438548"
"F111Q3036853","102848.43","28","0","-0.5499999999999998","0","-0.22417485477860577","-1.2","-0.20000000000000018","343.28360166666675","764","9","33460","0","1","P","61","39","107000","61","4.5","C","N","FRM","MN","SF","C","360","1","NA","","No","55301","45.248559","-93.65982"
"F104Q4239727","113174.37","7","0","-0.6749999999999998","0","-0.19307653316810836","3.4","-0.09999999999999964","-511.49391645833344","784","N","12580","0","1","P","39","15","114000","39","5.875","T","N","FRM","MD","CO","N","360","2","NA","","Yes","20701","39.125563","-76.785436"
"F101Q2263267","108617.27","38","1","0.22499999999999964","4","-0.960992658064761","3.7","-0.1999999999999993","-181.31104729166688","739","N","16740","25","1","P","90","35","113000","90","6.875","R","N","FRM","NC","SF","N","360","2","NA","","No","28001","35.338552","-80.208179"
"F105Q4123802","151353.88","121","0","2","11","-2.2714153409764988","0.8","-0.09999999999999964","12334.984995","703","N","47894","0","1","P","63","30","180000","63","6.25","R","N","FRM","MD","SF","C","360","1","NA","","No","20701","39.125563","-76.785436"
"F102Q4188996","266000","4","0","-0.4500000000000002","0","0.048645892487277465","2.1","0","-544","653","N","11460","0","1","P","73","41","267000","73","6","T","N","FRM","MI","SF","C","360","2","NA","","Yes","48101","42.259473","-83.21039"
"F107Q2028997","126674.26","17","0","-0.07500000000000018","0","0.6648048415522227","-8.2","0.9000000000000004","-1297.9242908333333","672","N","17900","0","1","P","75","999","129000","75","5.875","T","N","FRM","SC","PU","N","360","1","NA","","No","29001","33.786644","-80.174065"
"F101Q3181216","135285.55","47","0","0.5750000000000002","0","-1.4430765331681084","3.4","-0.09999999999999964","1977.7550243749997","725","Y","17460","12","1","P","85","43","141000","85","7.125","T","N","FRM","OH","SF","P","360","1","NA","i had several accounts at  from // - // and i was forced to take my banking elsewhere because my account magically kept going negative and i was getting inundated with service fees on a daily basis to the tune of hundreds and possibly thousands. it was a nightmare and i feel i was part of this scandal as my accounts can easily be verified and confirmed. my email address is  and my cell number is  but i know the bank has all my records going back.","Yes","44101","41.489355","-81.667393"
"F101Q1111368","112038.34","13","0","-0.6500000000000004","0","-0.0688354761811718","2.2","0.09999999999999964","-770.4897008333334","672","9","NA","0","1","P","73","40","114000","73","7","R","N","FRM","GA","SF","N","360","1","NA","i used the promotion code of the offer to apply for my  checking account online and my account was reviewed and approved without any issues. i completed all the requirements of the offer :  bill pay in two consecutive months and spend at least $10.} in debit card purchases. meanwhile there is a relatively high monthly service fee associated with the  account and it would take several months for new account holders to meet all the terms and conditions to obtain the promotional offer","No","31001","31.976256","-83.339665"
"F107Q4065066","172109.05","23","0","0.6749999999999998","0","-1.4509899698920172","3.9","0.3000000000000007","1883.0867664583332","603","N","12060","30","1","P","95","37","176000","95","6.625","R","N","FRM","GA","PU","P","360","1","NA","","No","30101","34.034515","-84.707349"
"F107Q2084501","93156.03","93","0","0.75","1","-1.040381189215807","2","-0.10000000000000053","7370.46531","659","N","38060","0","1","P","80","49","100000","80","6.875","T","N","FRM","AZ","MH","P","360","2","NA","i have been trying to work with  to remedy my situation. i faxed in the offer with proof of funds from the buyer to  on   . please helpful.","No","85301","33.535011","-112.181933"
"F112Q3165006","409591.46","12","0","-0.9249999999999998","0","0.10970543939851041","4","-0.39999999999999947","-1136.218608958334","723","9","42644","0","1","P","76","19","417000","76","4.125","R","N","FRM","WA","SF","N","360","2","NA","i thought it was a great idea until i discovered i was lied to and this insurance only covered the bank. they denied the request. please helpful","No","98001","47.310617","-122.263291"
"F107Q1187867","206314.15","8","0","-0.6500000000000004","0","0.4900662116895722","1.4","0.09999999999999964","-1477.123145416667","752","N","28420","0","1","P","80","32","208000","80","6","T","N","FRM","WA","SF","P","360","2","NA","","No","99301","46.379233","-118.953781"
"F104Q2007891","138176.62","10","0","-0.27500000000000036","0","-0.6920419104174487","4.3","-0.10000000000000053","-385.0908314583336","602","N","44060","25","1","P","90","41","140000","90","6.375","R","N","FRM","WA","SF","C","360","2","NA","at a court date on    i was told orally by a representative for asc that i had been denied for a modification. i was told at that court date that i would receive a letter explaining why i was denied. but asc has not provided that letter explaining why i was denied","No","99201","47.66236","-117.437255"
"F106Q2059352","155759.64","36","0","0.5499999999999998","0","-1.5613792163784597","-0.5","1","-480.5148925000003","762","N","35644","0","1","P","67","31","163000","67","6.5","R","N","FRM","NY","CP","C","360","2","NA","","No","10501","41.295608","-73.75849"
"F112Q1058999","263000","0","0","-0.5999999999999996","0","0.07824332285016888","2.7","-0.29999999999999893","-131.49999999999991","775","9","42220","0","1","S","75","28","263000","75","3.75","B","N","FRM","CA","CO","N","360","2","NA","my resolved is current and they have tried to collect 2 months of forward payments 3 times in the last 7 days. each time the account is put into overdraft and fees are charge by my bank. i have called  twice in the last  hrs and asked them to remove all access to my checking account they said it was completed and they continue to access my account without any approval or acceptance by me","No","95401","38.449137","-122.793752"
"F104Q2298809","241000","2","0","0.7249999999999996","0","-1.1442314844204624","3.7","-0.1999999999999993","436.8124999999998","701","N","31084","0","1","P","74","42","241000","74","7.375","T","N","FRM","CA","SF","C","360","1","NA","","Yes","91001","34.194489","-118.138263"
"F110Q1238289","127906.31","49","0","-0.07500000000000018","0","-0.4676637988470782","4","-0.5","508.53552583333345","749","N","20994","0","1","P","73","44","148000","73","4.875","C","N","FRM","IL","SF","C","240","2","NA","","No","60101","41.930516","-88.016937"
"F105Q3314016","184019.12","63","0","-0.125","0","-1.469547741747098","-1.5","-0.5","-7776.351488333334","786","Y","13644","0","1","P","46","36","200000","46","5.625","R","N","FRM","MD","SF","P","360","1","NA","they merely added the insurance and the taxes without subtracting the balance on hand which at the time was  and evidenced by  own record. tax :  ins :  escrow /12mo =  according to  however according to  own escrow records ( // attached ) there is a standing escrow balance of . escrow account :  existing bal :  correct escrow /12mo =  so it seems i am not only being unfairly gouged but now they are reporting this incorrect number to the irs which is affecting my taxes","No","20901","39.021495","-77.009779"
"F105Q4088072","352997.65","13","0","-1.2999999999999998","0","0.5730748574330127","0.2","0.09999999999999964","-5702.193547500001","795","N","47260","0","1","P","76","29","360000","76","5.75","R","N","FRM","VA","SF","C","360","2","NA","on //2017 later got balance notification of $36.} paid //2017 $36.}. kept getting email and messages on web site for non-payment. on //2017 got another email.","No","23301","37.681259","-75.633464"
"F109Q3067045","560000","4","0","-1.0750000000000002","0","0.10671823690049465","3.9","0.3000000000000007","-2609.25","798","9","35004","0","1","P","52","34","563000","52","4.875","B","N","FRM","NY","SF","N","360","1","Y","","No","11501","40.746286","-73.638905"
"F102Q1119232","66802.28","32","0","0.3250000000000002","0","-0.9568165593488036","3.5","0","340.04425770833313","669","Y","26380","30","1","P","93","17","77000","93","6.875","T","N","FRM","LA","SF","P","360","2","NA","","Yes","70301","29.808328","-90.750267"
"F109Q1005546","203454.72","10","0","-0.7000000000000002","1","-0.26828176309950535","3.9","0.3000000000000007","-1194.3017750000001","728","9","NA","0","1","P","68","39","206000","68","5.25","R","N","FRM","WV","SF","C","360","2","NA","","No","25801","37.822892","-81.266198"
"F114Q4197369","58162.28","21","0","-0.3250000000000002","0","-0.4923537903418147","3.1","-0.20000000000000018","-161.54508895833337","795","N","NA","0","1","P","55","41","60000","55","4.125","R","N","FRM","GA","SF","P","360","2","NA","i am contacting your agency because i need your helpful in disputing some charges done on my mastercard at & t universal credit card by some fraudulent companies. after i paid one company my phone got inundated with calls from these companies offering me their services. they have used false and misleading tactics and it is clear that they never intended to fulfill their end of the deal","No","31601","30.758721","-83.319023"
"F103Q1015105","452340.16","58","0","-0.5250000000000004","0","0.3650662116895722","1.4","0.09999999999999964","-14780.10541166667","789","N","26180","0","1","I","41","35","484000","41","6.125","R","N","FRM","HI","SF","C","360","2","NA","","No","96701","21.406053","-157.884952"
"F113Q2023927","180938.27","30","0","-1.0750000000000002","0","0.6834303703421476","0.9","-0.20000000000000018","-6272.591152083333","755","9","NA","0","1","P","72","28","191000","72","3.375","C","N","FRM","NE","SF","N","360","2","NA","","No","68801","40.947669","-98.292138"
"F105Q1180626","218292.34","25","0","-1.2750000000000004","0","0.3326687688769905","3.1","0","-5185.33796875","713","N","12580","0","1","P","80","24","226000","65","5.875","R","N","FRM","MD","PU","C","360","1","NA","","No","21201","39.294832","-76.622229"
"F105Q4078028","165000","0","0","-0.9749999999999996","0","-0.004948893585597247","2.3","0","-134.06249999999997","701","N","NA","0","1","P","78","49","165000","78","5.875","T","N","FRM","MT","SF","C","360","2","NA","","No","59901","48.229649","-114.385053"
"F116Q2140313","116000","1","0","0.5249999999999999","0","-0.5882510468266782","3.5","0","101.49999999999999","777","9","44060","0","1","I","80","28","116000","80","4.375","C","N","FRM","WA","SF","P","360","2","NA","","No","99201","47.66236","-117.437255"
"F110Q2140776","146055.58","16","0","0.6500000000000004","0","-0.684836014286831","4.6","-0.40000000000000036","-587.6242895833333","771","Y","19124","0","1","P","80","18","160000","80","5","C","N","FRM","TX","PU","P","360","2","NA","i have submitted my application for a modification to have reviewed once more. my income has declined since my last submission and i have not received a call or letter to acknowledge my submission.","Yes","75001","32.960047","-96.838522"
"F116Q3171876","226000","0","0","0.3999999999999999","0","-0.5247942444783327","3.5","0","75.33333333333333","779","9","31084","0","1","I","60","37","226000","60","4.25","R","N","FRM","CA","SF","C","360","2","NA","","No","91701","34.137564","-117.599945"
"F104Q4235198","346245.96","26","0","-1.5499999999999998","0","0.6582669350769486","0.2","0.09999999999999964","-11142.065792916666","794","N","42644","0","1","P","83","33","360000","66","5.5","R","N","FRM","WA","SF","P","360","1","NA","","No","98101","47.610902","-122.336422"
"F105Q1051081","101665.02","20","0","-0.9500000000000002","0","0.653195552711261","3.2","-0.1999999999999993","-1604.4971962500001","736","N","19124","0","1","P","100","42","104000","80","6","T","N","FRM","TX","SF","P","360","1","NA","","No","75001","32.960047","-96.838522"
"F102Q3373177","179000","4","0","-0.4500000000000002","0","0.11195082041081683","2.1","0","-382.125","743","N","42140","0","1","P","80","41","180000","80","6","T","N","FRM","NM","SF","C","360","1","NA","i never received a bill or a phone call regarding the old account. it is now reflecting on my credit report. i spent 2 hours on the phone with retailers only to be shuffled around to  different departments who couldnt and wouldnt helpful me","No","87501","35.744137","-105.856809"
"F103Q2179241","45521.96","14","0","-0.27500000000000036","0","-0.15375136082875862","3.7","-0.1999999999999993","-135.98400291666675","686","N","11460","0","1","I","54","10","49000","54","6.375","R","N","FRM","MI","SF","C","360","1","NA","after  months i enquired when the bonus was going to be paid and they explained that payment would be deposited in anytime upto  after the initial  months.  i was perplexed about this but though maybe it was in the small print and accepted this. i would have been more than understood if they had made it clear that this offer was only open to new customers with  to leave in their account for  months but this wasnt and find it incredibly deceptive.","No","48101","42.259473","-83.21039"
"F108Q4011258","196526.06","14","0","0.22499999999999964","0","-1.4464890425769248","1.7","-0.09999999999999964","1216.1149306249997","699","N","31084","0","1","I","32","53","199000","32","6.375","B","N","FRM","CA","CO","C","360","1","NA","","No","90201","33.970343","-118.171368"
"F107Q1282776","371746.98","10","0","-0.40000000000000036","0","0.6372251323553417","-2.7","0.20000000000000018","-3967.3630816666673","792","N","36084","0","1","P","52","35","387000","52","5.75","T","N","FRM","CA","SF","N","180","2","NA","","Yes","94501","37.773793","-122.278115"
"F103Q3598718","123785.72","10","0","-0.40000000000000036","0","-0.02875136082875862","3.7","-0.1999999999999993","-455.8429183333335","674","N","38900","0","1","P","66","16","125000","66","6.25","T","N","FRM","OR","SF","N","360","2","NA","","Yes","97201","45.507856","-122.690794"
"F103Q1189528","205518.36","29","0","-0.7999999999999998","0","-0.13520798613650786","3.4","-0.09999999999999964","-4177.9978275","650","N","NA","0","1","P","80","47","212000","80","5.75","R","N","FRM","MN","SF","P","360","1","NA","","Yes","56601","47.507374","-94.863994"
"F110Q3329355","208124.58","72","0","0.2999999999999998","0","-1.1173537903418147","3.1","-0.20000000000000018","2562.391019166667","655","N","42020","0","1","P","80","35","300000","80","4.75","C","N","FRM","CA","PU","P","240","1","NA","i traded my    for a   at   . i was told that i needed to call wf collections and explain the issue and could nt guarantee that my loan would not be reported late. i was told to obtain a 10 day pay off so wf had time to complete the new financing that date has come and gone and i can not get anyone in the vehicle financing department to care about it s currently past due or give me any information on completing the new loan.","Yes","93401","35.23575","-120.615973"
"F101Q2454119","217000","1","0","-0.4249999999999998","0","0.09663860453134099","-1.3","0.39999999999999947","-153.70833333333326","773","N","23844","0","1","P","78","45","217000","78","7.125","R","N","FRM","IN","SF","P","360","2","NA","","Yes","46301","41.691148","-86.978774"
"F110Q2017335","308848.83","68","0","0.9299999999999997","0","-1.2014153409764985","0.8","-0.09999999999999964","9175.256447749995","738","N","17020","0","1","P","80","40","340000","80","5.18","R","N","FRM","CA","SF","N","360","2","NA","i offered to payoff the balance and the interest due on the balance and they advised me they would not do this. i was mislead about the interest being retroactive on the original loan amount nor was i ever advised on their monthly e-mail pay reminder the promotional offer was expiring. i am sure this has happened to many others","No","95901","39.223939","-121.49405"
"F115Q4045773","328000","6","0","0.07500000000000018","0","-0.2630206596217155","1.4","0","-241.25","790","N","38060","25","1","P","90","26","331000","90","4.125","R","N","FRM","AZ","SF","P","360","2","NA","","No","85201","33.433545","-111.8504"
"F115Q2163596","407971.45","15","0","0.2749999999999999","0","-0.39979424447833267","3.5","0","-661.925733125","747","N","42644","30","1","P","93","28","417000","93","4.125","R","N","FRM","WA","PU","P","360","2","NA","","No","98001","47.310617","-122.263291"
"F100Q2130295","173000","0","0","-0.22499999999999964","0","0.28942611349661185","0.5","0.10000000000000009","-32.43749999999995","664","9","38900","0","1","P","68","35","173000","68","8.125","R","N","FRM","OR","SF","C","360","2","NA","on // late evening i called  customer services and requested a replacement credit card ( ending with  ) for one family member ( i am the primary card holder ). also we realized that multiple payments using this credit card were all denied. this time i was still told that no one can helpful me anything except requesting a supervisor s phone call within another 24-48 hours","No","97201","45.507856","-122.690794"
"F102Q2250037","96000","3","0","0","0","-0.05748174306095066","2","-0.09999999999999964","-72.00000000000003","587","9","47644","0","1","P","80","39","96000","80","6.75","T","N","FRM","MI","SF","N","360","2","NA","i accepted and has been approved. the cashier gave me a temporary pass and said that the new card will come in a week. unfortunally the cashier did not verified my address which has been changed in the last two years","Yes","48001","42.639231","-82.581698"
"F115Q1225464","367000","0","0","-0.5750000000000002","0","-0.10129550813826427","2.6","-0.1999999999999993","-175.8541666666667","804","9","36084","0","1","P","47","25","367000","47","3.875","R","N","FRM","CA","SF","N","360","2","NA","the check was written by my sister on her  checking account.  different phone service reps told me that the branch has the discretion to release the funds and the branch manager told me that there was nothing that she could do since the system put a hold on the check. i would like to know if i have any options to get my funds released and if this is a legal practice.","No","94601","37.775545","-122.218705"
"F116Q1181273","93966.78","7","0","-0.8250000000000002","0","-0.0071665801658085115","3.1","-0.20000000000000018","-283.22716125","774","N","NA","30","1","P","95","16","95000","95","3.625","R","N","FRM","OH","SF","P","360","1","NA","","No","43701","39.96922","-81.991033"
"F110Q3069360","206000","4","0","0.125","0","-1.1532634731413713","2.5","0","141.99999999999986","770","9","12420","0","1","I","72","38","207000","72","5.375","C","N","FRM","TX","SF","N","360","1","NA","on or about // noticed a charge of $620.} on my  visa credit card for  . on // having not made such a charge i contacted  and initiated a dispute. i sent another dispute on that issue //","No","78701","30.270569","-97.742589"
"F102Q2290749","138417.29","13","0","0.22499999999999964","0","-1.3936231428806636","6.9","0","643.1785733333334","756","N","33700","0","1","P","67","35","140000","67","6.875","R","N","FRM","CA","SF","C","360","1","NA","","Yes","95301","37.321233","-120.654395"
"F108Q4106909","79408.64","19","0","-0.025000000000000355","0","-0.25230421048299156","2.7","-0.09999999999999964","-938.2474247916668","798","N","NA","0","1","P","56","44","81000","56","5.125","R","N","FRM","IL","SF","N","360","2","NA","","No","61001","42.465816","-90.110232"
